CUST_NO,X,Y,DEMAND,READY_TIME,DUE_DATE,SERVICE_TIME
1,25.0,85.0,20,613,853,10
2,22.0,75.0,30,92,332,10
3,22.0,85.0,10,411,651,10
4,20.0,80.0,40,584,824,10
5,20.0,85.0,20,40,280,10
6,18.0,75.0,20,328,568,10
7,15.0,75.0,20,240,480,10
8,15.0,80.0,10,307,547,10
9,10.0,35.0,20,311,551,10
10,10.0,40.0,30,459,699,10
11,8.0,40.0,40,135,375,10
12,8.0,45.0,20,163,403,10
13,5.0,35.0,10,593,833,10
14,5.0,45.0,10,35,275,10
15,2.0,40.0,20,114,354,10
16,0.0,40.0,20,195,435,10
17,0.0,45.0,20,643,883,10
18,44.0,5.0,20,275,515,10
19,42.0,10.0,40,194,434,10
20,42.0,15.0,10,477,717,10
21,40.0,5.0,10,155,395,10
22,40.0,15.0,40,315,555,10
23,38.0,5.0,30,141,381,10
24,38.0,15.0,10,621,861,10
25,35.0,5.0,20,664,904,10
26,95.0,30.0,30,469,709,10
27,95.0,35.0,20,86,326,10
28,92.0,30.0,10,89,329,10
29,90.0,35.0,10,134,374,10
30,88.0,30.0,10,186,426,10
31,88.0,35.0,20,105,345,10
32,87.0,30.0,10,561,801,10
33,85.0,25.0,10,51,291,10
34,85.0,35.0,30,427,667,10
35,67.0,85.0,20,597,837,10
36,65.0,85.0,40,43,283,10
37,65.0,82.0,10,497,737,10
38,62.0,80.0,30,218,458,10
39,60.0,80.0,10,36,276,10
40,60.0,85.0,30,269,509,10
41,58.0,75.0,20,316,556,10
42,55.0,80.0,10,33,273,10
43,55.0,85.0,20,514,754,10
44,55.0,82.0,10,157,397,10
45,20.0,82.0,10,37,277,10
46,18.0,80.0,10,429,669,10
47,2.0,45.0,10,45,285,10
48,42.0,5.0,10,664,904,10
49,42.0,12.0,10,380,620,10
50,72.0,35.0,30,447,687,10
51,55.0,20.0,19,266,506,10
52,25.0,30.0,3,115,355,10
53,20.0,50.0,5,315,555,10
54,55.0,60.0,16,541,781,10
55,30.0,60.0,16,539,779,10
56,50.0,35.0,19,497,737,10
57,30.0,25.0,23,337,577,10
58,15.0,10.0,20,662,902,10
59,10.0,20.0,19,42,282,10
60,15.0,60.0,17,634,874,10
61,45.0,65.0,9,198,438,10
62,65.0,35.0,3,107,347,10
63,65.0,20.0,6,39,279,10
64,45.0,30.0,17,131,371,10
65,35.0,40.0,16,11,251,10
66,41.0,37.0,16,506,746,10
67,64.0,42.0,9,208,448,10
68,40.0,60.0,21,552,792,10
69,31.0,52.0,27,97,337,10
70,35.0,69.0,23,690,930,10
71,65.0,55.0,14,181,421,10
72,63.0,65.0,8,27,267,10
73,2.0,60.0,5,226,466,10
74,20.0,20.0,8,585,825,10
75,5.0,5.0,16,172,412,10
76,60.0,12.0,31,208,448,10
77,23.0,3.0,7,660,900,10
78,8.0,56.0,27,305,545,10
79,6.0,68.0,30,292,532,10
80,47.0,47.0,13,702,942,10
81,49.0,58.0,10,295,535,10
82,27.0,43.0,9,92,332,10
83,37.0,31.0,14,45,285,10
84,57.0,29.0,18,335,575,10
85,63.0,23.0,2,284,524,10
86,21.0,24.0,28,289,529,10
87,12.0,24.0,13,299,539,10
88,24.0,58.0,19,200,440,10
89,67.0,5.0,25,653,893,10
90,37.0,47.0,6,299,539,10
91,49.0,42.0,13,659,899,10
92,53.0,43.0,14,14,254,10
93,61.0,52.0,3,688,928,10
94,57.0,48.0,23,332,572,10
95,56.0,37.0,6,40,280,10
96,55.0,54.0,26,502,742,10
97,4.0,18.0,35,487,727,10
98,26.0,52.0,9,112,352,10
99,26.0,35.0,15,248,488,10
100,31.0,67.0,3,690,930,10
