CUST_NO,X,Y,DEMAND,READY_TIME,DUE_DATE,SERVICE_TIME
1,41.0,49.0,10,133,198,10
2,35.0,17.0,7,22,87,10
3,55.0,45.0,13,98,143,10
4,55.0,20.0,19,123,184,10
5,15.0,30.0,26,20,93,10
6,25.0,30.0,3,76,131,10
7,20.0,50.0,5,61,110,10
8,10.0,43.0,9,75,124,10
9,55.0,60.0,16,74,129,10
10,30.0,60.0,16,107,150,10
11,20.0,65.0,12,42,101,10
12,50.0,35.0,19,38,97,10
13,30.0,25.0,23,131,196,10
14,15.0,10.0,20,32,114,10
15,30.0,5.0,8,35,96,10
16,10.0,20.0,19,52,107,10
17,5.0,30.0,2,124,189,10
18,20.0,40.0,12,69,114,10
19,15.0,60.0,17,52,109,10
20,45.0,65.0,9,105,156,10
21,45.0,20.0,11,37,96,10
22,45.0,10.0,18,76,127,10
23,55.0,5.0,29,43,102,10
24,65.0,35.0,3,124,190,10
25,65.0,20.0,6,121,186,10
26,45.0,30.0,17,112,161,10
27,35.0,40.0,16,8,75,10
28,41.0,37.0,16,11,76,10
29,64.0,42.0,9,37,98,10
30,40.0,60.0,21,49,102,10
31,31.0,52.0,27,24,85,10
32,35.0,69.0,23,116,175,10
33,53.0,52.0,11,24,92,10
34,65.0,55.0,14,96,147,10
35,63.0,65.0,8,116,178,10
36,2.0,60.0,5,41,112,10
37,20.0,20.0,8,113,164,10
38,5.0,5.0,16,60,115,10
39,60.0,12.0,31,33,110,10
40,40.0,25.0,9,65,114,10
41,42.0,7.0,5,72,131,10
42,24.0,12.0,5,25,91,10
43,23.0,3.0,7,111,162,10
44,11.0,14.0,18,45,102,10
45,6.0,38.0,16,29,99,10
46,2.0,48.0,1,92,151,10
47,8.0,56.0,27,34,105,10
48,13.0,52.0,36,128,192,10
49,6.0,68.0,30,93,132,10
50,47.0,47.0,13,102,155,10
51,49.0,58.0,10,64,121,10
52,27.0,43.0,9,26,87,10
53,37.0,31.0,14,75,124,10
54,57.0,29.0,18,118,171,10
55,63.0,23.0,2,111,170,10
56,53.0,12.0,6,106,163,10
57,32.0,12.0,7,77,134,10
58,36.0,26.0,18,147,210,10
59,21.0,24.0,28,17,100,10
60,17.0,34.0,3,134,199,10
61,12.0,24.0,13,55,106,10
62,24.0,58.0,19,30,95,10
63,27.0,69.0,10,34,103,10
64,15.0,77.0,9,48,107,10
65,62.0,77.0,20,49,113,10
66,49.0,73.0,25,104,159,10
67,67.0,5.0,25,59,116,10
68,56.0,39.0,36,117,176,10
69,37.0,47.0,6,23,86,10
70,37.0,56.0,5,123,198,10
71,57.0,68.0,15,54,109,10
72,47.0,16.0,25,22,96,10
73,44.0,17.0,9,56,109,10
74,46.0,13.0,8,123,184,10
75,49.0,11.0,18,45,102,10
76,49.0,42.0,13,52,103,10
77,53.0,43.0,14,136,200,10
78,61.0,52.0,3,71,130,10
79,57.0,48.0,23,72,121,10
80,56.0,37.0,6,135,198,10
81,55.0,54.0,26,78,119,10
82,15.0,47.0,16,29,90,10
83,14.0,37.0,11,21,89,10
84,11.0,31.0,7,81,130,10
85,16.0,22.0,41,70,121,10
86,4.0,18.0,35,74,123,10
87,28.0,18.0,26,79,116,10
88,26.0,52.0,9,50,107,10
89,26.0,35.0,15,139,211,10
90,31.0,67.0,3,73,126,10
91,15.0,19.0,1,132,194,10
92,22.0,22.0,2,18,88,10
93,18.0,24.0,22,129,199,10
94,26.0,27.0,27,81,128,10
95,25.0,24.0,20,14,78,10
96,22.0,27.0,11,114,165,10
97,25.0,21.0,12,115,160,10
98,19.0,21.0,10,32,93,10
99,20.0,26.0,9,60,115,10
100,18.0,18.0,17,123,195,10
