CUST_NO,X,Y,DEMAND,READY_TIME,DUE_DATE,SERVICE_TIME
1,45.0,68.0,10,890,989,90
2,45.0,70.0,30,816,879,90
3,42.0,66.0,10,55,156,90
4,42.0,68.0,10,703,806,90
5,42.0,65.0,10,15,60,90
6,40.0,69.0,20,559,764,90
7,40.0,66.0,20,172,223,90
8,38.0,68.0,20,250,329,90
9,38.0,70.0,10,489,650,90
10,35.0,66.0,10,361,406,90
11,35.0,69.0,10,450,503,90
12,25.0,85.0,20,647,726,90
13,22.0,75.0,30,30,95,90
14,22.0,85.0,10,571,616,90
15,20.0,80.0,40,392,421,90
16,20.0,85.0,40,478,525,90
17,18.0,75.0,20,105,142,90
18,15.0,75.0,20,172,261,90
19,15.0,80.0,10,274,349,90
20,30.0,50.0,10,10,77,90
21,30.0,52.0,20,918,961,90
22,28.0,52.0,20,806,889,90
23,28.0,55.0,10,739,770,90
24,25.0,50.0,10,55,154,90
25,25.0,52.0,40,172,221,90
26,25.0,55.0,10,612,711,90
27,23.0,52.0,10,264,313,90
28,23.0,55.0,20,553,586,90
29,20.0,50.0,10,365,398,90
30,20.0,55.0,10,452,501,90
31,10.0,35.0,20,204,233,90
32,10.0,40.0,30,31,189,90
33,8.0,40.0,40,42,203,90
34,8.0,45.0,20,715,852,90
35,5.0,35.0,10,251,376,90
36,5.0,45.0,10,648,733,90
37,2.0,40.0,20,365,452,90
38,0.0,40.0,30,474,527,90
39,0.0,45.0,20,541,650,90
40,35.0,30.0,10,240,345,90
41,35.0,32.0,10,123,278,90
42,33.0,32.0,20,19,225,90
43,33.0,35.0,10,16,153,90
44,32.0,30.0,10,338,433,90
45,30.0,30.0,10,513,628,90
46,30.0,32.0,30,415,542,90
47,30.0,35.0,10,872,1127,90
48,28.0,30.0,10,599,726,90
49,28.0,35.0,10,917,1126,90
50,26.0,32.0,10,779,916,90
51,25.0,30.0,10,695,816,90
52,25.0,35.0,10,857,1024,90
53,44.0,5.0,20,221,412,90
54,42.0,10.0,40,96,347,90
55,42.0,15.0,10,35,233,90
56,40.0,5.0,30,347,474,90
57,40.0,15.0,40,35,172,90
58,38.0,5.0,30,403,602,90
59,38.0,15.0,10,521,870,90
60,35.0,5.0,20,487,704,90
61,50.0,30.0,10,422,719,90
62,50.0,35.0,20,217,362,90
63,50.0,40.0,50,142,247,90
64,48.0,30.0,10,567,758,90
65,48.0,40.0,10,34,171,90
66,47.0,35.0,10,794,907,90
67,47.0,40.0,10,12,226,90
68,45.0,30.0,10,716,795,90
69,45.0,35.0,10,873,1012,90
70,95.0,30.0,30,266,577,90
71,95.0,35.0,20,181,472,90
72,53.0,30.0,10,402,553,90
73,92.0,30.0,10,345,684,90
74,53.0,35.0,50,294,471,90
75,45.0,65.0,20,951,1114,90
76,90.0,35.0,10,153,310,90
77,88.0,30.0,10,450,767,90
78,88.0,35.0,20,50,237,90
79,87.0,30.0,10,567,832,90
80,85.0,25.0,10,713,876,90
81,85.0,35.0,30,47,331,90
82,75.0,55.0,20,311,478,90
83,72.0,55.0,10,127,476,90
84,70.0,58.0,20,349,632,90
85,68.0,60.0,30,476,691,90
86,66.0,55.0,10,67,344,90
87,65.0,55.0,20,25,256,90
88,65.0,60.0,30,546,807,90
89,63.0,58.0,10,630,909,90
90,60.0,55.0,10,20,293,90
91,60.0,60.0,10,769,956,90
92,67.0,85.0,20,229,580,90
93,65.0,85.0,40,442,551,90
94,65.0,82.0,10,227,394,90
95,62.0,80.0,30,163,272,90
96,60.0,80.0,10,36,291,90
97,60.0,85.0,30,469,714,90
98,58.0,75.0,20,30,227,90
99,55.0,80.0,10,595,968,90
100,55.0,85.0,20,493,880,90
