CUST_NO,X,Y,DEMAND,READY_TIME,DUE_DATE,SERVICE_TIME
1,41.0,49.0,10,451,974,10
2,35.0,17.0,7,18,534,10
3,55.0,45.0,13,378,733,10
4,55.0,20.0,19,477,965,10
5,15.0,30.0,26,20,610,10
6,25.0,30.0,3,245,684,10
7,20.0,50.0,5,172,569,10
8,10.0,43.0,9,245,640,10
9,55.0,60.0,16,231,666,10
10,30.0,60.0,16,430,779,10
11,20.0,65.0,12,33,511,10
12,50.0,35.0,19,50,523,10
13,30.0,25.0,23,462,978,10
14,15.0,10.0,20,32,694,10
15,30.0,5.0,8,30,519,10
16,10.0,20.0,19,102,543,10
17,5.0,30.0,2,444,959,10
18,20.0,40.0,12,229,582,10
19,15.0,60.0,17,95,552,10
20,45.0,65.0,9,418,829,10
21,45.0,20.0,11,36,509,10
22,45.0,10.0,18,246,657,10
23,55.0,5.0,29,36,514,10
24,65.0,35.0,3,435,960,10
25,65.0,20.0,6,438,956,10
26,45.0,30.0,17,428,827,10
27,35.0,40.0,16,5,548,10
28,41.0,37.0,16,6,526,10
29,64.0,42.0,9,29,513,10
30,40.0,60.0,21,91,522,10
31,31.0,52.0,27,17,501,10
32,35.0,69.0,23,482,955,10
33,53.0,52.0,11,24,575,10
34,65.0,55.0,14,367,776,10
35,63.0,65.0,8,453,948,10
36,2.0,60.0,5,41,615,10
37,20.0,20.0,8,443,856,10
38,5.0,5.0,16,130,577,10
39,60.0,12.0,31,33,655,10
40,40.0,25.0,9,201,596,10
41,42.0,7.0,5,219,688,10
42,24.0,12.0,5,25,560,10
43,23.0,3.0,7,458,867,10
44,11.0,14.0,18,59,514,10
45,6.0,38.0,16,29,589,10
46,2.0,48.0,1,338,805,10
47,8.0,56.0,27,34,602,10
48,13.0,52.0,36,454,962,10
49,6.0,68.0,30,362,679,10
50,47.0,47.0,13,379,810,10
51,49.0,58.0,10,176,625,10
52,27.0,43.0,9,11,502,10
53,37.0,31.0,14,256,647,10
54,57.0,29.0,18,475,900,10
55,63.0,23.0,2,441,918,10
56,53.0,12.0,6,412,865,10
57,32.0,12.0,7,246,705,10
58,36.0,26.0,18,479,980,10
59,21.0,24.0,28,17,681,10
60,17.0,34.0,3,449,971,10
61,12.0,24.0,13,126,541,10
62,24.0,58.0,19,25,544,10
63,27.0,69.0,10,34,588,10
64,15.0,77.0,9,46,524,10
65,62.0,77.0,20,49,568,10
66,49.0,73.0,25,421,864,10
67,67.0,5.0,25,120,575,10
68,56.0,39.0,36,459,930,10
69,37.0,47.0,6,12,513,10
70,37.0,56.0,5,368,968,10
71,57.0,68.0,15,98,537,10
72,47.0,16.0,25,22,617,10
73,44.0,17.0,9,143,564,10
74,46.0,13.0,8,482,965,10
75,49.0,11.0,18,62,519,10
76,49.0,42.0,13,129,534,10
77,53.0,43.0,14,460,970,10
78,61.0,52.0,3,207,676,10
79,57.0,48.0,23,230,623,10
80,56.0,37.0,6,470,968,10
81,55.0,54.0,26,268,599,10
82,15.0,47.0,16,23,515,10
83,14.0,37.0,11,21,568,10
84,11.0,31.0,7,278,669,10
85,16.0,22.0,41,213,624,10
86,4.0,18.0,35,230,623,10
87,28.0,18.0,26,287,580,10
88,26.0,52.0,9,104,563,10
89,26.0,35.0,15,409,981,10
90,31.0,67.0,3,225,654,10
91,15.0,19.0,1,469,964,10
92,22.0,22.0,2,18,585,10
93,18.0,24.0,22,414,969,10
94,26.0,27.0,27,283,656,10
95,25.0,24.0,20,14,533,10
96,22.0,27.0,11,445,852,10
97,25.0,21.0,12,462,823,10
98,19.0,21.0,10,21,506,10
99,20.0,26.0,9,164,601,10
100,18.0,18.0,17,391,965,10
