CUST_NO,X,Y,DEMAND,READY_TIME,DUE_DATE,SERVICE_TIME
1,25.0,85.0,20,591,874,10
2,22.0,75.0,30,73,350,10
3,22.0,85.0,10,473,588,10
4,20.0,80.0,40,418,913,10
5,20.0,85.0,20,40,390,10
6,18.0,75.0,20,249,646,10
7,15.0,75.0,20,281,438,10
8,15.0,80.0,10,272,581,10
9,10.0,35.0,20,236,625,10
10,10.0,40.0,30,470,687,10
11,8.0,40.0,40,33,510,10
12,8.0,45.0,20,166,399,10
13,5.0,35.0,10,359,911,10
14,5.0,45.0,10,35,457,10
15,2.0,40.0,20,39,538,10
16,0.0,40.0,20,214,415,10
17,0.0,45.0,20,359,909,10
18,44.0,5.0,20,338,451,10
19,42.0,10.0,40,205,422,10
20,42.0,15.0,10,511,682,10
21,40.0,5.0,10,158,391,10
22,40.0,15.0,40,263,606,10
23,38.0,5.0,30,45,522,10
24,38.0,15.0,10,598,883,10
25,35.0,5.0,20,348,904,10
26,95.0,30.0,30,509,668,10
27,95.0,35.0,20,57,664,10
28,92.0,30.0,10,68,349,10
29,90.0,35.0,10,131,376,10
30,88.0,30.0,10,114,497,10
31,88.0,35.0,20,102,347,10
32,87.0,30.0,10,564,797,10
33,85.0,25.0,10,51,673,10
34,85.0,35.0,30,462,631,10
35,67.0,85.0,20,396,905,10
36,65.0,85.0,40,43,712,10
37,65.0,82.0,10,530,703,10
38,62.0,80.0,30,131,544,10
39,60.0,80.0,10,36,800,10
40,60.0,85.0,30,233,544,10
41,58.0,75.0,20,207,664,10
42,55.0,80.0,10,33,624,10
43,55.0,85.0,20,549,718,10
44,55.0,82.0,10,62,491,10
45,20.0,82.0,10,37,677,10
46,18.0,80.0,10,435,662,10
47,2.0,45.0,10,38,366,10
48,42.0,5.0,10,636,904,10
49,42.0,12.0,10,423,576,10
50,72.0,35.0,30,471,662,10
51,55.0,20.0,19,281,490,10
52,25.0,30.0,3,109,360,10
53,20.0,50.0,5,284,585,10
54,55.0,60.0,16,568,753,10
55,30.0,60.0,16,421,896,10
56,50.0,35.0,19,404,829,10
57,30.0,25.0,23,347,566,10
58,15.0,10.0,20,380,902,10
59,10.0,20.0,19,42,466,10
60,15.0,60.0,17,613,894,10
61,45.0,65.0,9,230,405,10
62,65.0,35.0,3,29,587,10
63,65.0,20.0,6,39,353,10
64,45.0,30.0,17,20,497,10
65,35.0,40.0,16,11,570,10
66,41.0,37.0,16,423,828,10
67,64.0,42.0,9,112,543,10
68,40.0,60.0,21,441,902,10
69,31.0,52.0,27,9,532,10
70,35.0,69.0,23,211,930,10
71,65.0,55.0,14,201,400,10
72,63.0,65.0,8,27,382,10
73,2.0,60.0,5,255,436,10
74,20.0,20.0,8,427,913,10
75,5.0,5.0,16,183,400,10
76,60.0,12.0,31,162,493,10
77,23.0,3.0,7,360,900,10
78,8.0,56.0,27,195,654,10
79,6.0,68.0,30,258,565,10
80,47.0,47.0,13,426,942,10
81,49.0,58.0,10,369,460,10
82,27.0,43.0,9,85,338,10
83,37.0,31.0,14,19,326,10
84,57.0,29.0,18,304,605,10
85,63.0,23.0,2,318,489,10
86,21.0,24.0,28,332,485,10
87,12.0,24.0,13,365,472,10
88,24.0,58.0,19,100,539,10
89,67.0,5.0,25,565,897,10
90,37.0,47.0,6,324,513,10
91,49.0,42.0,13,651,906,10
92,53.0,43.0,14,14,669,10
93,61.0,52.0,3,298,928,10
94,57.0,48.0,23,385,518,10
95,56.0,37.0,6,20,299,10
96,55.0,54.0,26,538,705,10
97,4.0,18.0,35,546,667,10
98,26.0,52.0,9,109,354,10
99,26.0,35.0,15,170,565,10
100,31.0,67.0,3,262,930,10
