CUST_NO,X,Y,DEMAND,READY_TIME,DUE_DATE,SERVICE_TIME
1,41.0,49.0,10,0,974,10
2,35.0,17.0,7,0,972,10
3,55.0,45.0,13,0,967,10
4,55.0,20.0,19,678,801,10
5,15.0,30.0,26,0,969,10
6,25.0,30.0,3,415,514,10
7,20.0,50.0,5,0,968,10
8,10.0,43.0,9,404,481,10
9,55.0,60.0,16,400,497,10
10,30.0,60.0,16,577,632,10
11,20.0,65.0,12,206,325,10
12,50.0,35.0,19,0,975,10
13,30.0,25.0,23,690,827,10
14,15.0,10.0,20,0,957,10
15,30.0,5.0,8,175,300,10
16,10.0,20.0,19,0,960,10
17,5.0,30.0,2,733,870,10
18,20.0,40.0,12,0,974,10
19,15.0,60.0,17,0,957,10
20,45.0,65.0,9,0,958,10
21,45.0,20.0,11,0,971,10
22,45.0,10.0,18,409,494,10
23,55.0,5.0,29,206,325,10
24,65.0,35.0,3,0,960,10
25,65.0,20.0,6,817,956,10
26,45.0,30.0,17,0,978,10
27,35.0,40.0,16,104,255,10
28,41.0,37.0,16,0,983,10
29,64.0,42.0,9,0,960,10
30,40.0,60.0,21,259,354,10
31,31.0,52.0,27,0,972,10
32,35.0,69.0,23,0,956,10
33,53.0,52.0,11,45,200,10
34,65.0,55.0,14,0,953,10
35,63.0,65.0,8,686,813,10
36,2.0,60.0,5,41,208,10
37,20.0,20.0,8,0,968,10
38,5.0,5.0,16,302,405,10
39,60.0,12.0,31,33,224,10
40,40.0,25.0,9,360,437,10
41,42.0,7.0,5,396,511,10
42,24.0,12.0,5,25,172,10
43,23.0,3.0,7,0,955,10
44,11.0,14.0,18,233,340,10
45,6.0,38.0,16,29,189,10
46,2.0,48.0,1,0,954,10
47,8.0,56.0,27,0,955,10
48,13.0,52.0,36,0,962,10
49,6.0,68.0,30,501,540,10
50,47.0,47.0,13,0,973,10
51,49.0,58.0,10,0,963,10
52,27.0,43.0,9,0,978,10
53,37.0,31.0,14,414,489,10
54,57.0,29.0,18,0,967,10
55,63.0,23.0,2,620,739,10
56,53.0,12.0,6,585,692,10
57,32.0,12.0,7,0,966,10
58,36.0,26.0,18,849,980,10
59,21.0,24.0,28,0,972,10
60,17.0,34.0,3,0,971,10
61,12.0,24.0,13,0,964,10
62,24.0,58.0,19,163,302,10
63,27.0,69.0,10,0,955,10
64,15.0,77.0,9,214,333,10
65,62.0,77.0,20,49,188,10
66,49.0,73.0,25,592,693,10
67,67.0,5.0,25,294,401,10
68,56.0,39.0,36,637,752,10
69,37.0,47.0,6,162,293,10
70,37.0,56.0,5,788,968,10
71,57.0,68.0,15,0,950,10
72,47.0,16.0,25,0,967,10
73,44.0,17.0,9,0,969,10
74,46.0,13.0,8,681,802,10
75,49.0,11.0,18,0,962,10
76,49.0,42.0,13,290,373,10
77,53.0,43.0,14,817,952,10
78,61.0,52.0,3,384,499,10
79,57.0,48.0,23,388,465,10
80,56.0,37.0,6,839,968,10
81,55.0,54.0,26,0,962,10
82,15.0,47.0,16,0,966,10
83,14.0,37.0,11,0,968,10
84,11.0,31.0,7,436,511,10
85,16.0,22.0,41,0,966,10
86,4.0,18.0,35,0,954,10
87,28.0,18.0,26,420,447,10
88,26.0,52.0,9,279,388,10
89,26.0,35.0,15,0,981,10
90,31.0,67.0,3,0,957,10
91,15.0,19.0,1,0,964,10
92,22.0,22.0,2,18,181,10
93,18.0,24.0,22,811,969,10
94,26.0,27.0,27,0,977,10
95,25.0,24.0,20,0,975,10
96,22.0,27.0,11,0,974,10
97,25.0,21.0,12,0,972,10
98,19.0,21.0,10,0,968,10
99,20.0,26.0,9,333,432,10
100,18.0,18.0,17,798,965,10
