CUST_NO,X,Y,DEMAND,READY_TIME,DUE_DATE,SERVICE_TIME
1,45.0,68.0,10,830,1049,90
2,45.0,70.0,30,756,939,90
3,42.0,66.0,10,16,336,90
4,42.0,68.0,10,643,866,90
5,42.0,65.0,10,15,226,90
6,40.0,69.0,20,499,824,90
7,40.0,66.0,20,87,308,90
8,38.0,68.0,20,150,429,90
9,38.0,70.0,10,429,710,90
10,35.0,66.0,10,279,488,90
11,35.0,69.0,10,363,590,90
12,25.0,85.0,20,547,826,90
13,22.0,75.0,30,30,280,90
14,22.0,85.0,10,489,698,90
15,20.0,80.0,40,318,495,90
16,20.0,85.0,40,394,609,90
17,18.0,75.0,20,33,226,90
18,15.0,75.0,20,68,365,90
19,15.0,80.0,10,176,447,90
20,30.0,50.0,10,10,265,90
21,30.0,52.0,20,836,1043,90
22,28.0,52.0,20,704,991,90
23,28.0,55.0,10,664,845,90
24,25.0,50.0,10,15,333,90
25,25.0,52.0,40,88,305,90
26,25.0,55.0,10,502,821,90
27,23.0,52.0,10,179,398,90
28,23.0,55.0,20,476,663,90
29,20.0,50.0,10,288,475,90
30,20.0,55.0,10,368,585,90
31,10.0,35.0,20,144,293,90
32,10.0,40.0,30,31,309,90
33,8.0,40.0,40,33,313,90
34,8.0,45.0,20,655,912,90
35,5.0,35.0,10,191,436,90
36,5.0,45.0,10,588,793,90
37,2.0,40.0,20,305,512,90
38,0.0,40.0,30,414,587,90
39,0.0,45.0,20,481,710,90
40,35.0,30.0,10,180,405,90
41,35.0,32.0,10,63,338,90
42,33.0,32.0,20,19,345,90
43,33.0,35.0,10,16,273,90
44,32.0,30.0,10,278,493,90
45,30.0,30.0,10,453,688,90
46,30.0,32.0,30,355,602,90
47,30.0,35.0,10,837,1127,90
48,28.0,30.0,10,539,786,90
49,28.0,35.0,10,867,1126,90
50,26.0,32.0,10,719,976,90
51,25.0,30.0,10,635,876,90
52,25.0,35.0,10,825,1056,90
53,44.0,5.0,20,193,440,90
54,42.0,10.0,40,78,365,90
55,42.0,15.0,10,35,287,90
56,40.0,5.0,30,308,513,90
57,40.0,15.0,40,35,246,90
58,38.0,5.0,30,376,629,90
59,38.0,15.0,10,519,872,90
60,35.0,5.0,20,463,728,90
61,50.0,30.0,10,412,729,90
62,50.0,35.0,20,181,398,90
63,50.0,40.0,50,100,289,90
64,48.0,30.0,10,539,786,90
65,48.0,40.0,10,12,223,90
66,47.0,35.0,10,753,948,90
67,47.0,40.0,10,12,275,90
68,45.0,30.0,10,669,842,90
69,45.0,35.0,10,836,1049,90
70,95.0,30.0,30,284,559,90
71,95.0,35.0,20,194,459,90
72,53.0,30.0,10,367,588,90
73,92.0,30.0,10,370,659,90
74,53.0,35.0,50,263,502,90
75,45.0,65.0,20,847,1130,90
76,90.0,35.0,10,119,344,90
77,88.0,30.0,10,469,748,90
78,88.0,35.0,20,50,295,90
79,87.0,30.0,10,573,826,90
80,85.0,25.0,10,694,895,90
81,85.0,35.0,30,47,356,90
82,75.0,55.0,20,293,496,90
83,72.0,55.0,10,154,449,90
84,70.0,58.0,20,360,621,90
85,68.0,60.0,30,470,697,90
86,66.0,55.0,10,76,335,90
87,65.0,55.0,20,25,260,90
88,65.0,60.0,30,551,802,90
89,63.0,58.0,10,640,899,90
90,60.0,55.0,10,20,276,90
91,60.0,60.0,10,756,969,90
92,67.0,85.0,20,257,552,90
93,65.0,85.0,40,409,584,90
94,65.0,82.0,10,209,412,90
95,62.0,80.0,30,130,305,90
96,60.0,80.0,10,36,283,90
97,60.0,85.0,30,470,713,90
98,58.0,75.0,20,30,248,90
99,55.0,80.0,10,628,935,90
100,55.0,85.0,20,530,843,90
