CUST_NO,X,Y,DEMAND,READY_TIME,DUE_DATE,SERVICE_TIME
1,25.0,85.0,20,49,191,10
2,22.0,75.0,30,30,168,10
3,22.0,85.0,10,95,152,10
4,20.0,80.0,40,69,193,10
5,20.0,85.0,20,40,189,10
6,18.0,75.0,20,60,159,10
7,15.0,75.0,20,54,133,10
8,15.0,80.0,10,67,144,10
9,10.0,35.0,20,57,154,10
10,10.0,40.0,30,106,161,10
11,8.0,40.0,40,33,152,10
12,8.0,45.0,20,32,148,10
13,5.0,35.0,10,53,191,10
14,5.0,45.0,10,35,194,10
15,2.0,40.0,20,39,163,10
16,0.0,40.0,20,41,141,10
17,0.0,45.0,20,51,189,10
18,44.0,5.0,20,73,130,10
19,42.0,10.0,40,40,148,10
20,42.0,15.0,10,94,179,10
21,40.0,5.0,10,45,161,10
22,40.0,15.0,40,64,149,10
23,38.0,5.0,30,45,164,10
24,38.0,15.0,10,51,194,10
25,35.0,5.0,20,45,183,10
26,95.0,30.0,30,90,169,10
27,95.0,35.0,20,57,172,10
28,92.0,30.0,10,55,174,10
29,90.0,35.0,10,52,174,10
30,88.0,30.0,10,52,147,10
31,88.0,35.0,20,50,172,10
32,87.0,30.0,10,61,178,10
33,85.0,25.0,10,51,178,10
34,85.0,35.0,30,83,168,10
35,67.0,85.0,20,57,185,10
36,65.0,85.0,40,43,186,10
37,65.0,82.0,10,95,182,10
38,62.0,80.0,30,38,141,10
39,60.0,80.0,10,36,193,10
40,60.0,85.0,30,61,138,10
41,58.0,75.0,20,49,164,10
42,55.0,80.0,10,33,180,10
43,55.0,85.0,20,100,185,10
44,55.0,82.0,10,35,142,10
45,20.0,82.0,10,37,192,10
46,18.0,80.0,10,71,184,10
47,2.0,45.0,10,38,191,10
48,42.0,5.0,10,50,184,10
49,42.0,12.0,10,99,138,10
50,72.0,35.0,30,83,178,10
51,55.0,20.0,19,45,150,10
52,25.0,30.0,3,25,150,10
53,20.0,50.0,5,68,143,10
54,55.0,60.0,16,107,200,10
55,30.0,60.0,16,95,214,10
56,50.0,35.0,19,91,198,10
57,30.0,25.0,23,56,165,10
58,15.0,10.0,20,51,182,10
59,10.0,20.0,19,42,187,10
60,15.0,60.0,17,62,203,10
61,45.0,65.0,9,37,124,10
62,65.0,35.0,3,29,168,10
63,65.0,20.0,6,39,190,10
64,45.0,30.0,17,20,139,10
65,35.0,40.0,16,11,150,10
66,41.0,37.0,16,97,198,10
67,64.0,42.0,9,31,138,10
68,40.0,60.0,21,101,216,10
69,31.0,52.0,27,9,139,10
70,35.0,69.0,23,30,210,10
71,65.0,55.0,14,30,129,10
72,63.0,65.0,8,27,202,10
73,2.0,60.0,5,46,137,10
74,20.0,20.0,8,71,193,10
75,5.0,5.0,16,57,165,10
76,60.0,12.0,31,48,131,10
77,23.0,3.0,7,49,180,10
78,8.0,56.0,27,47,162,10
79,6.0,68.0,30,65,142,10
80,47.0,47.0,13,93,222,10
81,49.0,58.0,10,78,123,10
82,27.0,43.0,9,14,140,10
83,37.0,31.0,14,19,172,10
84,57.0,29.0,18,73,148,10
85,63.0,23.0,2,59,144,10
86,21.0,24.0,28,63,140,10
87,12.0,24.0,13,91,118,10
88,24.0,58.0,19,27,136,10
89,67.0,5.0,25,52,177,10
90,37.0,47.0,6,53,148,10
91,49.0,42.0,13,89,217,10
92,53.0,43.0,14,14,177,10
93,61.0,52.0,3,50,208,10
94,57.0,48.0,23,76,143,10
95,56.0,37.0,6,20,159,10
96,55.0,54.0,26,105,188,10
97,4.0,18.0,35,104,165,10
98,26.0,52.0,9,14,136,10
99,26.0,35.0,15,42,141,10
100,31.0,67.0,3,43,210,10
