CUST_NO,X,Y,DEMAND,READY_TIME,DUE_DATE,SERVICE_TIME
1,52.0,75.0,10,311,471,90
2,45.0,70.0,30,213,373,90
3,62.0,69.0,10,1167,1327,90
4,60.0,66.0,10,1261,1421,90
5,42.0,65.0,10,25,185,90
6,16.0,42.0,20,497,657,90
7,58.0,70.0,20,1073,1233,90
8,34.0,60.0,20,2887,3047,90
9,28.0,70.0,10,2601,2761,90
10,35.0,66.0,10,2791,2951,90
11,35.0,69.0,10,2698,2858,90
12,25.0,85.0,20,2119,2279,90
13,22.0,75.0,30,2405,2565,90
14,22.0,85.0,10,2026,2186,90
15,20.0,80.0,40,2216,2376,90
16,20.0,85.0,40,1934,2094,90
17,18.0,75.0,20,2311,2471,90
18,15.0,75.0,20,1742,1902,90
19,15.0,80.0,10,1837,1997,90
20,30.0,50.0,10,10,170,90
21,30.0,56.0,20,2983,3143,90
22,28.0,52.0,20,22,182,90
23,14.0,66.0,10,1643,1803,90
24,25.0,50.0,10,116,276,90
25,22.0,66.0,40,2504,2664,90
26,8.0,62.0,10,1545,1705,90
27,23.0,52.0,10,209,369,90
28,4.0,55.0,20,1447,1607,90
29,20.0,50.0,10,398,558,90
30,20.0,55.0,10,303,463,90
31,10.0,35.0,20,781,941,90
32,10.0,40.0,30,593,753,90
33,8.0,40.0,40,685,845,90
34,8.0,45.0,20,1346,1506,90
35,5.0,35.0,10,876,1036,90
36,5.0,45.0,10,1253,1413,90
37,2.0,40.0,20,971,1131,90
38,0.0,40.0,30,1063,1223,90
39,0.0,45.0,20,1158,1318,90
40,36.0,18.0,10,1819,1979,90
41,35.0,32.0,10,2758,2918,90
42,33.0,32.0,20,2666,2826,90
43,33.0,35.0,10,2573,2733,90
44,32.0,20.0,10,1913,2073,90
45,30.0,30.0,10,2105,2265,90
46,34.0,25.0,30,2009,2169,90
47,30.0,35.0,10,2480,2640,90
48,36.0,40.0,10,2856,3016,90
49,48.0,20.0,10,967,1127,90
50,26.0,32.0,10,2292,2452,90
51,25.0,30.0,10,2200,2360,90
52,25.0,35.0,10,2385,2545,90
53,44.0,5.0,20,1256,1416,90
54,42.0,10.0,40,1160,1320,90
55,42.0,15.0,10,1065,1225,90
56,40.0,5.0,30,1350,1510,90
57,38.0,15.0,40,1725,1885,90
58,38.0,5.0,30,1442,1602,90
59,38.0,10.0,10,1630,1790,90
60,35.0,5.0,20,1535,1695,90
61,50.0,30.0,10,401,561,90
62,50.0,35.0,20,120,280,90
63,50.0,40.0,50,25,185,90
64,48.0,30.0,10,493,653,90
65,44.0,25.0,10,871,1031,90
66,47.0,35.0,10,588,748,90
67,47.0,40.0,10,12,172,90
68,42.0,30.0,10,776,936,90
69,45.0,35.0,10,680,840,90
70,95.0,30.0,30,2321,2481,90
71,95.0,35.0,20,2226,2386,90
72,53.0,30.0,10,308,468,90
73,92.0,30.0,10,2414,2574,90
74,53.0,35.0,50,213,373,90
75,45.0,65.0,20,118,278,90
76,90.0,35.0,10,2131,2291,90
77,72.0,45.0,10,2900,3060,90
78,78.0,40.0,20,2802,2962,90
79,87.0,30.0,10,2608,2768,90
80,85.0,25.0,10,2513,2673,90
81,85.0,35.0,30,2703,2863,90
82,75.0,55.0,20,1925,2085,90
83,72.0,55.0,10,1832,1992,90
84,70.0,58.0,20,1641,1801,90
85,86.0,46.0,30,2029,2189,90
86,66.0,55.0,10,1736,1896,90
87,64.0,46.0,20,3097,3257,90
88,65.0,60.0,30,1546,1706,90
89,56.0,64.0,10,1355,1515,90
90,60.0,55.0,10,3119,3279,90
91,60.0,60.0,10,1451,1611,90
92,67.0,85.0,20,694,854,90
93,42.0,58.0,40,8,168,90
94,65.0,82.0,10,788,948,90
95,62.0,80.0,30,881,1041,90
96,62.0,40.0,10,3001,3161,90
97,60.0,85.0,30,597,757,90
98,58.0,75.0,20,978,1138,90
99,55.0,80.0,10,407,567,90
100,55.0,85.0,20,502,662,90
