CUST_NO,X,Y,DEMAND,READY_TIME,DUE_DATE,SERVICE_TIME
1,45.0,68.0,10,885,994,90
2,45.0,70.0,30,802,893,90
3,42.0,66.0,10,25,186,90
4,42.0,68.0,10,699,810,90
5,42.0,65.0,10,15,120,90
6,40.0,69.0,20,580,743,90
7,40.0,66.0,20,142,253,90
8,38.0,68.0,20,220,359,90
9,38.0,70.0,10,499,640,90
10,35.0,66.0,10,331,436,90
11,35.0,69.0,10,420,533,90
12,25.0,85.0,20,617,756,90
13,22.0,75.0,30,30,155,90
14,22.0,85.0,10,541,646,90
15,20.0,80.0,40,362,451,90
16,20.0,85.0,40,448,555,90
17,18.0,75.0,20,75,172,90
18,15.0,75.0,20,142,291,90
19,15.0,80.0,10,244,379,90
20,30.0,50.0,10,10,137,90
21,30.0,52.0,20,888,991,90
22,28.0,52.0,20,776,919,90
23,28.0,55.0,10,709,800,90
24,25.0,50.0,10,25,184,90
25,25.0,52.0,40,142,251,90
26,25.0,55.0,10,582,741,90
27,23.0,52.0,10,234,343,90
28,23.0,55.0,20,523,616,90
29,20.0,50.0,10,335,428,90
30,20.0,55.0,10,422,531,90
31,10.0,35.0,20,181,256,90
32,10.0,40.0,30,31,170,90
33,8.0,40.0,40,52,193,90
34,8.0,45.0,20,719,848,90
35,5.0,35.0,10,252,375,90
36,5.0,45.0,10,639,742,90
37,2.0,40.0,20,357,460,90
38,0.0,40.0,30,457,544,90
39,0.0,45.0,20,538,653,90
40,35.0,30.0,10,236,349,90
41,35.0,32.0,10,132,269,90
42,33.0,32.0,20,27,190,90
43,33.0,35.0,10,16,144,90
44,32.0,30.0,10,332,439,90
45,30.0,30.0,10,512,629,90
46,30.0,32.0,30,417,540,90
47,30.0,35.0,10,982,1127,90
48,28.0,30.0,10,601,724,90
49,28.0,35.0,10,969,1098,90
50,26.0,32.0,10,783,912,90
51,25.0,30.0,10,695,816,90
52,25.0,35.0,10,883,998,90
53,44.0,5.0,20,255,378,90
54,42.0,10.0,40,150,293,90
55,42.0,15.0,10,63,190,90
56,40.0,5.0,30,359,462,90
57,40.0,15.0,40,35,140,90
58,38.0,5.0,30,439,566,90
59,38.0,15.0,10,607,784,90
60,35.0,5.0,20,529,662,90
61,50.0,30.0,10,491,650,90
62,50.0,35.0,20,235,344,90
63,50.0,40.0,50,147,242,90
64,48.0,30.0,10,601,724,90
65,48.0,40.0,10,50,155,90
66,47.0,35.0,10,802,899,90
67,47.0,40.0,10,12,143,90
68,45.0,30.0,10,712,799,90
69,45.0,35.0,10,889,996,90
70,95.0,30.0,30,353,490,90
71,95.0,35.0,20,260,393,90
72,53.0,30.0,10,422,533,90
73,92.0,30.0,10,442,587,90
74,53.0,35.0,50,323,442,90
75,45.0,65.0,20,962,1103,90
76,90.0,35.0,10,175,288,90
77,88.0,30.0,10,539,678,90
78,88.0,35.0,20,78,201,90
79,87.0,30.0,10,636,763,90
80,85.0,25.0,10,744,845,90
81,85.0,35.0,30,47,201,90
82,75.0,55.0,20,344,445,90
83,72.0,55.0,10,228,375,90
84,70.0,58.0,20,425,556,90
85,68.0,60.0,30,527,640,90
86,66.0,55.0,10,141,270,90
87,65.0,55.0,20,56,173,90
88,65.0,60.0,30,614,739,90
89,63.0,58.0,10,705,834,90
90,60.0,55.0,10,20,148,90
91,60.0,60.0,10,809,916,90
92,67.0,85.0,20,331,478,90
93,65.0,85.0,40,453,540,90
94,65.0,82.0,10,260,361,90
95,62.0,80.0,30,174,261,90
96,60.0,80.0,10,64,187,90
97,60.0,85.0,30,531,652,90
98,58.0,75.0,20,30,139,90
99,55.0,80.0,10,705,858,90
100,55.0,85.0,20,608,765,90
