CUST_NO,X,Y,DEMAND,READY_TIME,DUE_DATE,SERVICE_TIME
1,52.0,75.0,10,213,568,90
2,45.0,70.0,30,22,563,90
3,62.0,69.0,10,1030,1463,90
4,60.0,66.0,10,1154,1527,90
5,42.0,65.0,10,15,402,90
6,16.0,42.0,20,331,822,90
7,58.0,70.0,20,965,1340,90
8,34.0,60.0,20,2653,3280,90
9,28.0,70.0,10,2385,2976,90
10,35.0,66.0,10,2628,3113,90
11,35.0,69.0,10,2603,2952,90
12,25.0,85.0,20,1985,2412,90
13,22.0,75.0,30,2310,2659,90
14,22.0,85.0,10,1846,2365,90
15,20.0,80.0,40,2077,2514,90
16,20.0,85.0,40,1763,2264,90
17,18.0,75.0,20,2143,2638,90
18,15.0,75.0,20,1560,2083,90
19,15.0,80.0,10,1689,2144,90
20,30.0,50.0,10,10,645,90
21,30.0,56.0,20,2675,3288,90
22,28.0,52.0,20,12,505,90
23,14.0,66.0,10,1519,1926,90
24,25.0,50.0,10,23,368,90
25,22.0,66.0,40,2380,2787,90
26,8.0,62.0,10,1330,1919,90
27,23.0,52.0,10,93,484,90
28,4.0,55.0,20,1268,1785,90
29,20.0,50.0,10,168,787,90
30,20.0,55.0,10,170,595,90
31,10.0,35.0,20,585,1136,90
32,10.0,40.0,30,448,897,90
33,8.0,40.0,40,499,1030,90
34,8.0,45.0,20,1190,1661,90
35,5.0,35.0,10,666,1245,90
36,5.0,45.0,10,1076,1589,90
37,2.0,40.0,20,772,1329,90
38,0.0,40.0,30,890,1395,90
39,0.0,45.0,20,1036,1439,90
40,36.0,18.0,10,1612,2185,90
41,35.0,32.0,10,2599,3076,90
42,33.0,32.0,20,2529,2962,90
43,33.0,35.0,10,2463,2842,90
44,32.0,20.0,10,1745,2240,90
45,30.0,30.0,10,1932,2437,90
46,34.0,25.0,30,1884,2293,90
47,30.0,35.0,10,2348,2771,90
48,36.0,40.0,10,2715,3156,90
49,48.0,20.0,10,812,1281,90
50,26.0,32.0,10,2018,2725,90
51,25.0,30.0,10,2015,2544,90
52,25.0,35.0,10,2201,2728,90
53,44.0,5.0,20,1078,1593,90
54,42.0,10.0,40,998,1481,90
55,42.0,15.0,10,897,1392,90
56,40.0,5.0,30,1199,1660,90
57,38.0,15.0,40,1552,2057,90
58,38.0,5.0,30,1263,1780,90
59,38.0,10.0,10,1498,1921,90
60,35.0,5.0,20,1325,1904,90
61,50.0,30.0,10,223,738,90
62,50.0,35.0,20,18,474,90
63,50.0,40.0,50,14,360,90
64,48.0,30.0,10,246,899,90
65,44.0,25.0,10,704,1197,90
66,47.0,35.0,10,393,942,90
67,47.0,40.0,10,12,424,90
68,42.0,30.0,10,641,1070,90
69,45.0,35.0,10,534,985,90
70,95.0,30.0,30,2119,2682,90
71,95.0,35.0,20,2079,2532,90
72,53.0,30.0,10,131,644,90
73,92.0,30.0,10,2169,2818,90
74,53.0,35.0,50,87,498,90
75,45.0,65.0,20,15,607,90
76,90.0,35.0,10,2002,2419,90
77,72.0,45.0,10,2701,3258,90
78,78.0,40.0,20,2599,3164,90
79,87.0,30.0,10,2505,2870,90
80,85.0,25.0,10,2369,2816,90
81,85.0,35.0,30,2563,3002,90
82,75.0,55.0,20,1783,2226,90
83,72.0,55.0,10,1591,2232,90
84,70.0,58.0,20,1513,1928,90
85,86.0,46.0,30,1829,2388,90
86,66.0,55.0,10,1604,2027,90
87,64.0,46.0,20,2976,3275,90
88,65.0,60.0,30,1338,1913,90
89,56.0,64.0,10,1116,1753,90
90,60.0,55.0,10,2789,3279,90
91,60.0,60.0,10,1349,1712,90
92,67.0,85.0,20,518,1029,90
93,42.0,58.0,40,8,509,90
94,65.0,82.0,10,549,1186,90
95,62.0,80.0,30,744,1177,90
96,62.0,40.0,10,2713,3275,90
97,60.0,85.0,30,397,956,90
98,58.0,75.0,20,839,1276,90
99,55.0,80.0,10,272,701,90
100,55.0,85.0,20,373,790,90
