CUST_NO,X,Y,DEMAND,READY_TIME,DUE_DATE,SERVICE_TIME
1,25.0,85.0,20,388,911,10
2,22.0,75.0,30,30,546,10
3,22.0,85.0,10,353,708,10
4,20.0,80.0,40,425,913,10
5,20.0,85.0,20,40,630,10
6,18.0,75.0,20,228,667,10
7,15.0,75.0,20,161,558,10
8,15.0,80.0,10,229,624,10
9,10.0,35.0,20,213,648,10
10,10.0,40.0,30,404,753,10
11,8.0,40.0,40,33,511,10
12,8.0,45.0,20,46,519,10
13,5.0,35.0,10,395,911,10
14,5.0,45.0,10,35,697,10
15,2.0,40.0,20,39,528,10
16,0.0,40.0,20,94,535,10
17,0.0,45.0,20,394,909,10
18,44.0,5.0,20,218,571,10
19,42.0,10.0,40,85,542,10
20,42.0,15.0,10,391,802,10
21,40.0,5.0,10,45,517,10
22,40.0,15.0,40,229,640,10
23,38.0,5.0,30,45,523,10
24,38.0,15.0,10,389,914,10
25,35.0,5.0,20,386,904,10
26,95.0,30.0,30,389,788,10
27,95.0,35.0,20,57,600,10
28,92.0,30.0,10,55,575,10
29,90.0,35.0,10,52,536,10
30,88.0,30.0,10,90,521,10
31,88.0,35.0,20,50,534,10
32,87.0,30.0,10,425,898,10
33,85.0,25.0,10,51,602,10
34,85.0,35.0,30,342,751,10
35,67.0,85.0,20,410,905,10
36,65.0,85.0,40,43,617,10
37,65.0,82.0,10,410,823,10
38,62.0,80.0,30,114,561,10
39,60.0,80.0,10,36,658,10
40,60.0,85.0,30,191,586,10
41,58.0,75.0,20,201,670,10
42,55.0,80.0,10,33,568,10
43,55.0,85.0,20,429,838,10
44,55.0,82.0,10,49,504,10
45,20.0,82.0,10,37,597,10
46,18.0,80.0,10,315,782,10
47,2.0,45.0,10,38,606,10
48,42.0,5.0,10,396,904,10
49,42.0,12.0,10,341,658,10
50,72.0,35.0,30,351,782,10
51,55.0,20.0,19,161,610,10
52,25.0,30.0,3,25,516,10
53,20.0,50.0,5,239,630,10
54,55.0,60.0,16,448,873,10
55,30.0,60.0,16,420,897,10
56,50.0,35.0,19,390,843,10
57,30.0,25.0,23,227,686,10
58,15.0,10.0,20,401,902,10
59,10.0,20.0,19,42,706,10
60,15.0,60.0,17,401,923,10
61,45.0,65.0,9,110,525,10
62,65.0,35.0,3,29,548,10
63,65.0,20.0,6,39,593,10
64,45.0,30.0,17,20,498,10
65,35.0,40.0,16,11,530,10
66,41.0,37.0,16,404,847,10
67,64.0,42.0,9,100,555,10
68,40.0,60.0,21,436,907,10
69,31.0,52.0,27,9,510,10
70,35.0,69.0,23,330,930,10
71,65.0,55.0,14,81,520,10
72,63.0,65.0,8,27,622,10
73,2.0,60.0,5,135,556,10
74,20.0,20.0,8,430,913,10
75,5.0,5.0,16,63,520,10
76,60.0,12.0,31,125,530,10
77,23.0,3.0,7,390,900,10
78,8.0,56.0,27,190,659,10
79,6.0,68.0,30,215,608,10
80,47.0,47.0,13,444,942,10
81,49.0,58.0,10,249,580,10
82,27.0,43.0,9,14,506,10
83,37.0,31.0,14,19,566,10
84,57.0,29.0,18,259,650,10
85,63.0,23.0,2,198,609,10
86,21.0,24.0,28,212,605,10
87,12.0,24.0,13,272,565,10
88,24.0,58.0,19,90,549,10
89,67.0,5.0,25,325,897,10
90,37.0,47.0,6,204,633,10
91,49.0,42.0,13,442,937,10
92,53.0,43.0,14,14,581,10
93,61.0,52.0,3,373,928,10
94,57.0,48.0,23,265,638,10
95,56.0,37.0,6,20,539,10
96,55.0,54.0,26,418,825,10
97,4.0,18.0,35,426,787,10
98,26.0,52.0,9,14,499,10
99,26.0,35.0,15,149,586,10
100,31.0,67.0,3,356,930,10
